Fecha,Producto,Demanda_Diaria
2026-05-15,Vasos_Descartables_8oz,184
2026-05-15,Leche_Almendra_1L,25
2026-05-15,Azucar_Blanca_500g,3
2026-05-15,Jarabe_Vainilla,2
2026-05-16,Cafe_Grano_1kg,15
2026-05-16,Vasos_Descartables_8oz,174
2026-05-16,Leche_Almendra_1L,31
2026-05-16,Azucar_Blanca_500g,3
2026-05-16,Jarabe_Vainilla,0
2026-05-17,Cafe_Grano_1kg,11
2026-05-17,Vasos_Descartables_8oz,206
2026-05-17,Leche_Almendra_1L,26
2026-05-17,Azucar_Blanca_500g,2
2026-05-17,Jarabe_Vainilla,2
2026-05-18,Cafe_Grano_1kg,23
2026-05-18,Vasos_Descartables_8oz,195
2026-05-18,Leche_Almendra_1L,20
2026-05-18,Azucar_Blanca_500g,5
2026-05-18,Jarabe_Vainilla,2
2026-05-19,Cafe_Grano_1kg,24
2026-05-19,Vasos_Descartables_8oz,210
2026-05-19,Leche_Almendra_1L,28
2026-05-19,Azucar_Blanca_500g,4
2026-05-19,Jarabe_Vainilla,2
2026-05-20,Cafe_Grano_1kg,12
2026-05-20,Vasos_Descartables_8oz,189
2026-05-20,Leche_Almendra_1L,36
2026-05-20,Azucar_Blanca_500g,6
2026-05-20,Jarabe_Vainilla,5
2026-05-21,Cafe_Grano_1kg,17
2026-05-21,Vasos_Descartables_8oz,196
2026-05-21,Leche_Almendra_1L,28
2026-05-21,Azucar_Blanca_500g,4
2026-05-21,Jarabe_Vainilla,5
2026-05-22,Cafe_Grano_1kg,13
2026-05-22,Vasos_Descartables_8oz,199
2026-05-22,Leche_Almendra_1L,28
2026-05-22,Azucar_Blanca_500g,5
2026-05-22,Jarabe_Vainilla,1
2026-05-23,Cafe_Grano_1kg,13
2026-05-23,Vasos_Descartables_8oz,203
2026-05-23,Leche_Almendra_1L,33
2026-05-23,Azucar_Blanca_500g,5
2026-05-23,Jarabe_Vainilla,3
2026-05-24,Cafe_Grano_1kg,12
2026-05-24,Vasos_Descartables_8oz,229
2026-05-24,Leche_Almendra_1L,29
2026-05-24,Azucar_Blanca_500g,6
2026-05-24,Jarabe_Vainilla,8
2026-05-25,Cafe_Grano_1kg,11
2026-05-25,Vasos_Descartables_8oz,186
2026-05-25,Leche_Almendra_1L,27
2026-05-25,Azucar_Blanca_500g,4
2026-05-25,Jarabe_Vainilla,2
2026-05-26,Cafe_Grano_1kg,12
2026-05-26,Vasos_Descartables_8oz,214
2026-05-26,Leche_Almendra_1L,32
2026-05-26,Azucar_Blanca_500g,3
2026-05-26,Jarabe_Vainilla,8
2026-05-27,Cafe_Grano_1kg,20
2026-05-27,Vasos_Descartables_8oz,188
2026-05-27,Leche_Almendra_1L,26
2026-05-27,Azucar_Blanca_500g,6
2026-05-27,Jarabe_Vainilla,2
2026-05-28,Cafe_Grano_1kg,22
2026-05-28,Vasos_Descartables_8oz,212
2026-05-28,Leche_Almendra_1L,28
2026-05-28,Azucar_Blanca_500g,6
2026-05-28,Jarabe_Vainilla,3
2026-05-29,Cafe_Grano_1kg,12
2026-05-29,Vasos_Descartables_8oz,195
2026-05-29,Leche_Almendra_1L,38
2026-05-29,Azucar_Blanca_500g,4
2026-05-29,Jarabe_Vainilla,2
2026-05-30,Cafe_Grano_1kg,13
2026-05-30,Vasos_Descartables_8oz,219
2026-05-30,Leche_Almendra_1L,35
2026-05-30,Azucar_Blanca_500g,7
2026-05-30,Jarabe_Vainilla,3
2026-05-31,Cafe_Grano_1kg,24
2026-05-31,Vasos_Descartables_8oz,207
2026-05-31,Leche_Almendra_1L,27
2026-05-31,Azucar_Blanca_500g,6
2026-05-31,Jarabe_Vainilla,1
2026-06-01,Cafe_Grano_1kg,15
2026-06-01,Vasos_Descartables_8oz,195
2026-06-01,Leche_Almendra_1L,36
2026-06-01,Azucar_Blanca_500g,8
2026-06-01,Jarabe_Vainilla,6
2026-06-02,Cafe_Grano_1kg,14
2026-06-02,Vasos_Descartables_8oz,207
2026-06-02,Leche_Almendra_1L,26
2026-06-02,Azucar_Blanca_500g,5
2026-06-02,Jarabe_Vainilla,4
2026-06-03,Cafe_Grano_1kg,15
2026-06-03,Vasos_Descartables_8oz,219
2026-06-03,Leche_Almendra_1L,30
2026-06-03,Azucar_Blanca_500g,5
2026-06-03,Jarabe_Vainilla,4
2026-06-04,Cafe_Grano_1kg,14
2026-06-04,Vasos_Descartables_8oz,189
2026-06-04,Leche_Almendra_1L,30
2026-06-04,Azucar_Blanca_500g,5
2026-06-04,Jarabe_Vainilla,2
2026-06-05,Cafe_Grano_1kg,11
2026-06-05,Vasos_Descartables_8oz,173
2026-06-05,Leche_Almendra_1L,40
2026-06-05,Azucar_Blanca_500g,4
2026-06-05,Jarabe_Vainilla,2
2026-06-06,Cafe_Grano_1kg,7
2026-06-06,Vasos_Descartables_8oz,163
2026-06-06,Leche_Almendra_1L,35
2026-06-06,Azucar_Blanca_500g,5
2026-06-06,Jarabe_Vainilla,6
2026-06-07,Cafe_Grano_1kg,20
2026-06-07,Vasos_Descartables_8oz,209
2026-06-07,Leche_Almendra_1L,25
2026-06-07,Azucar_Blanca_500g,2
2026-06-07,Jarabe_Vainilla,2
2026-06-08,Cafe_Grano_1kg,8
2026-06-08,Vasos_Descartables_8oz,202
2026-06-08,Leche_Almendra_1L,29
2026-06-08,Azucar_Blanca_500g,6
2026-06-08,Jarabe_Vainilla,2
2026-06-09,Cafe_Grano_1kg,10
2026-06-09,Vasos_Descartables_8oz,181
2026-06-09,Leche_Almendra_1L,39
2026-06-09,Azucar_Blanca_500g,6
2026-06-09,Jarabe_Vainilla,1
2026-06-10,Cafe_Grano_1kg,15
2026-06-10,Vasos_Descartables_8oz,227
2026-06-10,Leche_Almendra_1L,25
2026-06-10,Azucar_Blanca_500g,4
2026-06-10,Jarabe_Vainilla,2
2026-06-11,Cafe_Grano_1kg,15
2026-06-11,Vasos_Descartables_8oz,210
2026-06-11,Leche_Almendra_1L,23
2026-06-11,Azucar_Blanca_500g,3
2026-06-11,Jarabe_Vainilla,4
2026-06-12,Cafe_Grano_1kg,11
2026-06-12,Vasos_Descartables_8oz,231
2026-06-12,Leche_Almendra_1L,35
2026-06-12,Azucar_Blanca_500g,6
2026-06-12,Jarabe_Vainilla,5
2026-06-13,Cafe_Grano_1kg,13
2026-06-13,Vasos_Descartables_8oz,206
2026-06-13,Leche_Almendra_1L,23
2026-06-13,Azucar_Blanca_500g,4
2026-06-13,Jarabe_Vainilla,4
2026-06-14,Cafe_Grano_1kg,19
2026-06-14,Vasos_Descartables_8oz,199
2026-06-14,Leche_Almendra_1L,24
2026-06-14,Azucar_Blanca_500g,3
2026-06-14,Jarabe_Vainilla,2
2026-06-15,Cafe_Grano_1kg,16
2026-06-15,Vasos_Descartables_8oz,195
2026-06-15,Leche_Almendra_1L,23
2026-06-15,Azucar_Blanca_500g,2
2026-06-15,Jarabe_Vainilla,2
2026-06-16,Cafe_Grano_1kg,22
2026-06-16,Vasos_Descartables_8oz,240
2026-06-16,Leche_Almendra_1L,34
2026-06-16,Azucar_Blanca_500g,6
2026-06-16,Jarabe_Vainilla,5
2026-06-17,Cafe_Grano_1kg,20
2026-06-17,Vasos_Descartables_8oz,189
2026-06-17,Leche_Almendra_1L,25
2026-06-17,Azucar_Blanca_500g,8
2026-06-17,Jarabe_Vainilla,5
2026-06-18,Cafe_Grano_1kg,16
2026-06-18,Vasos_Descartables_8oz,214
2026-06-18,Leche_Almendra_1L,28
2026-06-18,Azucar_Blanca_500g,6
2026-06-18,Jarabe_Vainilla,3
2026-06-19,Cafe_Grano_1kg,18
2026-06-19,Vasos_Descartables_8oz,197
2026-06-19,Leche_Almendra_1L,38
2026-06-19,Azucar_Blanca_500g,4
2026-06-19,Jarabe_Vainilla,0
2026-06-20,Cafe_Grano_1kg,12
2026-06-20,Vasos_Descartables_8oz,216
2026-06-20,Leche_Almendra_1L,23
2026-06-20,Azucar_Blanca_500g,7
2026-06-20,Jarabe_Vainilla,2
2026-06-21,Cafe_Grano_1kg,19
2026-06-21,Vasos_Descartables_8oz,196
2026-06-21,Leche_Almendra_1L,37
2026-06-21,Azucar_Blanca_500g,5
2026-06-21,Jarabe_Vainilla,3
2026-06-22,Cafe_Grano_1kg,11
2026-06-22,Vasos_Descartables_8oz,164
2026-06-22,Leche_Almendra_1L,31
2026-06-22,Azucar_Blanca_500g,7
2026-06-22,Jarabe_Vainilla,2
2026-06-23,Cafe_Grano_1kg,15
2026-06-23,Vasos_Descartables_8oz,204
2026-06-23,Leche_Almendra_1L,28
2026-06-23,Azucar_Blanca_500g,10
2026-06-23,Jarabe_Vainilla,2
2026-06-24,Cafe_Grano_1kg,19
2026-06-24,Vasos_Descartables_8oz,176
2026-06-24,Leche_Almendra_1L,33
2026-06-24,Azucar_Blanca_500g,7
2026-06-24,Jarabe_Vainilla,0
2026-06-25,Cafe_Grano_1kg,15
2026-06-25,Vasos_Descartables_8oz,224
2026-06-25,Leche_Almendra_1L,31
2026-06-25,Azucar_Blanca_500g,5
2026-06-25,Jarabe_Vainilla,2
2026-06-26,Cafe_Grano_1kg,12
2026-06-26,Vasos_Descartables_8oz,200
2026-06-26,Leche_Almendra_1L,19
2026-06-26,Azucar_Blanca_500g,1
2026-06-26,Jarabe_Vainilla,1
2026-06-27,Cafe_Grano_1kg,9
2026-06-27,Vasos_Descartables_8oz,197
2026-06-27,Leche_Almendra_1L,26
2026-06-27,Azucar_Blanca_500g,3
2026-06-27,Jarabe_Vainilla,2
2026-06-28,Cafe_Grano_1kg,13
2026-06-28,Vasos_Descartables_8oz,204
2026-06-28,Leche_Almendra_1L,26
2026-06-28,Azucar_Blanca_500g,6
2026-06-28,Jarabe_Vainilla,4
2026-06-29,Cafe_Grano_1kg,13
2026-06-29,Vasos_Descartables_8oz,202
2026-06-29,Leche_Almendra_1L,22
2026-06-29,Azucar_Blanca_500g,6
2026-06-29,Jarabe_Vainilla,3
2026-06-30,Cafe_Grano_1kg,20
2026-06-30,Vasos_Descartables_8oz,221
2026-06-30,Leche_Almendra_1L,23
2026-06-30,Azucar_Blanca_500g,5
2026-06-30,Jarabe_Vainilla,4
2026-07-01,Cafe_Grano_1kg,13
2026-07-01,Vasos_Descartables_8oz,187
2026-07-01,Leche_Almendra_1L,25
2026-07-01,Azucar_Blanca_500g,2
2026-07-01,Jarabe_Vainilla,0
2026-07-02,Cafe_Grano_1kg,14
2026-07-02,Vasos_Descartables_8oz,220
2026-07-02,Leche_Almendra_1L,31
2026-07-02,Azucar_Blanca_500g,8
2026-07-02,Jarabe_Vainilla,3
2026-07-03,Cafe_Grano_1kg,22
2026-07-03,Vasos_Descartables_8oz,213
2026-07-03,Leche_Almendra_1L,19
2026-07-03,Azucar_Blanca_500g,8
2026-07-03,Jarabe_Vainilla,3
2026-07-04,Cafe_Grano_1kg,13
2026-07-04,Vasos_Descartables_8oz,196
2026-07-04,Leche_Almendra_1L,29
2026-07-04,Azucar_Blanca_500g,2
2026-07-04,Jarabe_Vainilla,2
2026-07-05,Cafe_Grano_1kg,14
2026-07-05,Vasos_Descartables_8oz,203
2026-07-05,Leche_Almendra_1L,23
2026-07-05,Azucar_Blanca_500g,5
2026-07-05,Jarabe_Vainilla,2
2026-07-06,Cafe_Grano_1kg,14
2026-07-06,Vasos_Descartables_8oz,223
2026-07-06,Leche_Almendra_1L,31
2026-07-06,Azucar_Blanca_500g,6
2026-07-06,Jarabe_Vainilla,2
2026-07-07,Cafe_Grano_1kg,16
2026-07-07,Vasos_Descartables_8oz,219
2026-07-07,Leche_Almendra_1L,36
2026-07-07,Azucar_Blanca_500g,4
2026-07-07,Jarabe_Vainilla,3
2026-07-08,Cafe_Grano_1kg,12
2026-07-08,Vasos_Descartables_8oz,199
2026-07-08,Leche_Almendra_1L,24
2026-07-08,Azucar_Blanca_500g,9
2026-07-08,Jarabe_Vainilla,2
2026-07-09,Cafe_Grano_1kg,11
2026-07-09,Vasos_Descartables_8oz,182
2026-07-09,Leche_Almendra_1L,32
2026-07-09,Azucar_Blanca_500g,2
2026-07-09,Jarabe_Vainilla,5
2026-07-10,Cafe_Grano_1kg,13
2026-07-10,Vasos_Descartables_8oz,200
2026-07-10,Leche_Almendra_1L,23
2026-07-10,Azucar_Blanca_500g,4
2026-07-10,Jarabe_Vainilla,1
2026-07-11,Cafe_Grano_1kg,10
2026-07-11,Vasos_Descartables_8oz,200
2026-07-11,Leche_Almendra_1L,27
2026-07-11,Azucar_Blanca_500g,6
2026-07-11,Jarabe_Vainilla,3
2026-07-12,Cafe_Grano_1kg,25
2026-07-12,Vasos_Descartables_8oz,198
2026-07-12,Leche_Almendra_1L,26
2026-07-12,Azucar_Blanca_500g,7
2026-07-12,Jarabe_Vainilla,5
2026-07-13,Cafe_Grano_1kg,18
2026-07-13,Vasos_Descartables_8oz,195
2026-07-13,Leche_Almendra_1L,29
2026-07-13,Azucar_Blanca_500g,6
2026-07-13,Jarabe_Vainilla,2
2026-07-14,Cafe_Grano_1kg,17
2026-07-14,Vasos_Descartables_8oz,198
2026-07-14,Leche_Almendra_1L,31
2026-07-14,Azucar_Blanca_500g,6
2026-07-14,Jarabe_Vainilla,3
2026-07-15,Cafe_Grano_1kg,12
2026-07-15,Vasos_Descartables_8oz,198
2026-07-15,Leche_Almendra_1L,30
2026-07-15,Azucar_Blanca_500g,3
2026-07-15,Jarabe_Vainilla,2
2026-07-16,Cafe_Grano_1kg,15
2026-07-16,Vasos_Descartables_8oz,186
2026-07-16,Leche_Almendra_1L,29
2026-07-16,Azucar_Blanca_500g,5
2026-07-16,Jarabe_Vainilla,1
2026-07-17,Cafe_Grano_1kg,16
2026-07-17,Vasos_Descartables_8oz,187
2026-07-17,Leche_Almendra_1L,29
2026-07-17,Azucar_Blanca_500g,3
2026-07-17,Jarabe_Vainilla,3
2026-07-18,Cafe_Grano_1kg,12
2026-07-18,Vasos_Descartables_8oz,187
2026-07-18,Leche_Almendra_1L,33
2026-07-18,Azucar_Blanca_500g,6
2026-07-18,Jarabe_Vainilla,2
2026-07-19,Cafe_Grano_1kg,20
2026-07-19,Vasos_Descartables_8oz,208
2026-07-19,Leche_Almendra_1L,19
2026-07-19,Azucar_Blanca_500g,1
2026-07-19,Jarabe_Vainilla,4
2026-07-20,Cafe_Grano_1kg,12
2026-07-20,Vasos_Descartables_8oz,210
2026-07-20,Leche_Almendra_1L,33
2026-07-20,Azucar_Blanca_500g,6
2026-07-20,Jarabe_Vainilla,5
2026-07-21,Cafe_Grano_1kg,12
2026-07-21,Vasos_Descartables_8oz,192
2026-07-21,Leche_Almendra_1L,30
2026-07-21,Azucar_Blanca_500g,6
2026-07-21,Jarabe_Vainilla,4
2026-07-22,Cafe_Grano_1kg,19
2026-07-22,Vasos_Descartables_8oz,206
2026-07-22,Leche_Almendra_1L,30
2026-07-22,Azucar_Blanca_500g,3
2026-07-22,Jarabe_Vainilla,3
2026-07-23,Cafe_Grano_1kg,10
2026-07-23,Vasos_Descartables_8oz,183
2026-07-23,Leche_Almendra_1L,30
2026-07-23,Azucar_Blanca_500g,5
2026-07-23,Jarabe_Vainilla,1
2026-07-24,Cafe_Grano_1kg,12
2026-07-24,Vasos_Descartables_8oz,190
2026-07-24,Leche_Almendra_1L,41
2026-07-24,Azucar_Blanca_500g,6
2026-07-24,Jarabe_Vainilla,4
2026-07-25,Cafe_Grano_1kg,17
2026-07-25,Vasos_Descartables_8oz,251
2026-07-25,Leche_Almendra_1L,36
2026-07-25,Azucar_Blanca_500g,6
2026-07-25,Jarabe_Vainilla,4
2026-07-26,Cafe_Grano_1kg,14
2026-07-26,Vasos_Descartables_8oz,226
2026-07-26,Leche_Almendra_1L,27
2026-07-26,Azucar_Blanca_500g,4
2026-07-26,Jarabe_Vainilla,4
2026-07-27,Cafe_Grano_1kg,10
2026-07-27,Vasos_Descartables_8oz,218
2026-07-27,Leche_Almendra_1L,29
2026-07-27,Azucar_Blanca_500g,4
2026-07-27,Jarabe_Vainilla,4
2026-07-28,Cafe_Grano_1kg,14
2026-07-28,Vasos_Descartables_8oz,202
2026-07-28,Leche_Almendra_1L,34
2026-07-28,Azucar_Blanca_500g,2
2026-07-28,Jarabe_Vainilla,1
2026-07-29,Cafe_Grano_1kg,19
2026-07-29,Vasos_Descartables_8oz,168
2026-07-29,Leche_Almendra_1L,36
2026-07-29,Azucar_Blanca_500g,3
2026-07-29,Jarabe_Vainilla,5
2026-07-30,Cafe_Grano_1kg,13
2026-07-30,Vasos_Descartables_8oz,181
2026-07-30,Leche_Almendra_1L,32
2026-07-30,Azucar_Blanca_500g,7
2026-07-30,Jarabe_Vainilla,4
2026-07-31,Cafe_Grano_1kg,24
2026-07-31,Vasos_Descartables_8oz,203
2026-07-31,Leche_Almendra_1L,34
2026-07-31,Azucar_Blanca_500g,4
2026-07-31,Jarabe_Vainilla,4
2026-08-01,Cafe_Grano_1kg,12
2026-08-01,Vasos_Descartables_8oz,208
2026-08-01,Leche_Almendra_1L,34
2026-08-01,Azucar_Blanca_500g,5
2026-08-01,Jarabe_Vainilla,3
2026-08-02,Cafe_Grano_1kg,21
2026-08-02,Vasos_Descartables_8oz,206
2026-08-02,Leche_Almendra_1L,29
2026-08-02,Azucar_Blanca_500g,4
2026-08-02,Jarabe_Vainilla,1
2026-08-03,Cafe_Grano_1kg,14
2026-08-03,Vasos_Descartables_8oz,182
2026-08-03,Leche_Almendra_1L,32
2026-08-03,Azucar_Blanca_500g,4
2026-08-03,Jarabe_Vainilla,5
2026-08-04,Cafe_Grano_1kg,21
2026-08-04,Vasos_Descartables_8oz,184
2026-08-04,Leche_Almendra_1L,25
2026-08-04,Azucar_Blanca_500g,6
2026-08-04,Jarabe_Vainilla,4
2026-08-05,Cafe_Grano_1kg,20
2026-08-05,Vasos_Descartables_8oz,189
2026-08-05,Leche_Almendra_1L,26
2026-08-05,Azucar_Blanca_500g,4
2026-08-05,Jarabe_Vainilla,2
2026-08-06,Cafe_Grano_1kg,19
2026-08-06,Vasos_Descartables_8oz,206
2026-08-06,Leche_Almendra_1L,31
2026-08-06,Azucar_Blanca_500g,2
2026-08-06,Jarabe_Vainilla,3
2026-08-07,Cafe_Grano_1kg,21
2026-08-07,Vasos_Descartables_8oz,213
2026-08-07,Leche_Almendra_1L,24
2026-08-07,Azucar_Blanca_500g,4
2026-08-07,Jarabe_Vainilla,4
2026-08-08,Cafe_Grano_1kg,12
2026-08-08,Vasos_Descartables_8oz,170
2026-08-08,Leche_Almendra_1L,31
2026-08-08,Azucar_Blanca_500g,6
2026-08-08,Jarabe_Vainilla,1
2026-08-09,Cafe_Grano_1kg,13
2026-08-09,Vasos_Descartables_8oz,214
2026-08-09,Leche_Almendra_1L,35
2026-08-09,Azucar_Blanca_500g,6
2026-08-09,Jarabe_Vainilla,0
2026-08-10,Cafe_Grano_1kg,20
2026-08-10,Vasos_Descartables_8oz,187
2026-08-10,Leche_Almendra_1L,27
2026-08-10,Azucar_Blanca_500g,6
2026-08-10,Jarabe_Vainilla,0
2026-08-11,Cafe_Grano_1kg,14
2026-08-11,Vasos_Descartables_8oz,209
2026-08-11,Leche_Almendra_1L,34
2026-08-11,Azucar_Blanca_500g,6
2026-08-11,Jarabe_Vainilla,4
2026-08-12,Cafe_Grano_1kg,11
2026-08-12,Vasos_Descartables_8oz,199
2026-08-12,Leche_Almendra_1L,31
2026-08-12,Azucar_Blanca_500g,6
2026-08-12,Jarabe_Vainilla,4
2026-08-13,Cafe_Grano_1kg,16
2026-08-13,Vasos_Descartables_8oz,181
2026-08-13,Leche_Almendra_1L,22
2026-08-13,Azucar_Blanca_500g,4
2026-08-13,Jarabe_Vainilla,4
2026-08-14,Cafe_Grano_1kg,12
2026-08-14,Vasos_Descartables_8oz,180
2026-08-14,Leche_Almendra_1L,24
2026-08-14,Azucar_Blanca_500g,6
2026-08-14,Jarabe_Vainilla,3
2026-08-15,Cafe_Grano_1kg,18
2026-08-15,Vasos_Descartables_8oz,187
2026-08-15,Leche_Almendra_1L,26
2026-08-15,Azucar_Blanca_500g,1
2026-08-15,Jarabe_Vainilla,4
2026-08-16,Cafe_Grano_1kg,17
2026-08-16,Vasos_Descartables_8oz,183
2026-08-16,Leche_Almendra_1L,35
2026-08-16,Azucar_Blanca_500g,3
2026-08-16,Jarabe_Vainilla,6
2026-08-17,Cafe_Grano_1kg,9
2026-08-17,Vasos_Descartables_8oz,215
2026-08-17,Leche_Almendra_1L,25
2026-08-17,Azucar_Blanca_500g,4
2026-08-17,Jarabe_Vainilla,3
2026-08-18,Cafe_Grano_1kg,25
2026-08-18,Vasos_Descartables_8oz,183
2026-08-18,Leche_Almendra_1L,31
2026-08-18,Azucar_Blanca_500g,3
2026-08-18,Jarabe_Vainilla,2
2026-08-19,Cafe_Grano_1kg,17
2026-08-19,Vasos_Descartables_8oz,212
2026-08-19,Leche_Almendra_1L,23
2026-08-19,Azucar_Blanca_500g,6
2026-08-19,Jarabe_Vainilla,6
2026-08-20,Cafe_Grano_1kg,18
2026-08-20,Vasos_Descartables_8oz,202
2026-08-20,Leche_Almendra_1L,21
2026-08-20,Azucar_Blanca_500g,3
2026-08-20,Jarabe_Vainilla,2
2026-08-21,Cafe_Grano_1kg,18
2026-08-21,Vasos_Descartables_8oz,205
2026-08-21,Leche_Almendra_1L,35
2026-08-21,Azucar_Blanca_500g,6
2026-08-21,Jarabe_Vainilla,2
2026-08-22,Cafe_Grano_1kg,17
2026-08-22,Vasos_Descartables_8oz,179
2026-08-22,Leche_Almendra_1L,30
2026-08-22,Azucar_Blanca_500g,8
2026-08-22,Jarabe_Vainilla,3
2026-08-23,Cafe_Grano_1kg,19
2026-08-23,Vasos_Descartables_8oz,193
2026-08-23,Leche_Almendra_1L,27
2026-08-23,Azucar_Blanca_500g,2
2026-08-23,Jarabe_Vainilla,3
2026-08-24,Cafe_Grano_1kg,13
2026-08-24,Vasos_Descartables_8oz,189
2026-08-24,Leche_Almendra_1L,34
2026-08-24,Azucar_Blanca_500g,2
2026-08-24,Jarabe_Vainilla,3
2026-08-25,Cafe_Grano_1kg,18
2026-08-25,Vasos_Descartables_8oz,217
2026-08-25,Leche_Almendra_1L,37
2026-08-25,Azucar_Blanca_500g,4
2026-08-25,Jarabe_Vainilla,1
2026-08-26,Cafe_Grano_1kg,22
2026-08-26,Vasos_Descartables_8oz,190
2026-08-26,Leche_Almendra_1L,26
2026-08-26,Azucar_Blanca_500g,1
2026-08-26,Jarabe_Vainilla,0
2026-08-27,Cafe_Grano_1kg,19
2026-08-27,Vasos_Descartables_8oz,191
2026-08-27,Leche_Almendra_1L,26
2026-08-27,Azucar_Blanca_500g,3
2026-08-27,Jarabe_Vainilla,1
2026-08-28,Cafe_Grano_1kg,22
2026-08-28,Vasos_Descartables_8oz,214
2026-08-28,Leche_Almendra_1L,28
2026-08-28,Azucar_Blanca_500g,8
2026-08-28,Jarabe_Vainilla,1
2026-08-29,Cafe_Grano_1kg,11
2026-08-29,Vasos_Descartables_8oz,210
2026-08-29,Leche_Almendra_1L,23
2026-08-29,Azucar_Blanca_500g,3
2026-08-29,Jarabe_Vainilla,4
2026-08-30,Cafe_Grano_1kg,10
2026-08-30,Vasos_Descartables_8oz,205
2026-08-30,Leche_Almendra_1L,36
2026-08-30,Azucar_Blanca_500g,4
2026-08-30,Jarabe_Vainilla,2
2026-08-31,Cafe_Grano_1kg,27
2026-08-31,Vasos_Descartables_8oz,214
2026-08-31,Leche_Almendra_1L,27
2026-08-31,Azucar_Blanca_500g,6
2026-08-31,Jarabe_Vainilla,2
